pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
CU,6/3/22,75,-2,6.44,"Mikolas, Miles",666624,571945,,ball,,,,,14,"Christopher Morel singles on a ground ball to left fielder Corey Dickerson, deflected by third baseman Nolan Arenado.",R,R,R,CHC,STL,B,,,1,2,2022,0.81,-1.18,1.61,1.16,,,,0,3,Bot,,,,,668800,,,6.095778894,-109.1194533,-1.603101682,5.23863913,20.93699024,-41.42792173,3.07,1.44,,,,75.4,2529,6.8,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.72,,,,,,,,23,5,Curveball,3,4,3,4,4,3,3,4,Infield shift,Standard,28,0,0.037
CH,6/3/22,86.4,-2.23,6.29,"Mikolas, Miles",666624,571945,,ball,,,,,14,"Christopher Morel singles on a ground ball to left fielder Corey Dickerson, deflected by third baseman Nolan Arenado.",R,R,R,CHC,STL,B,,,0,2,2022,-1.25,0.65,0.89,1.54,,,,0,3,Bot,,,,,668800,,,10.03748782,-125.5143859,-6.556723459,-15.03730858,21.4515199,-24.16066623,3.25,1.58,,,,87.6,1665,6.8,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.72,,,,,,,,23,4,Changeup,3,4,3,4,4,3,3,4,Infield shift,Standard,235,0,0.017
SL,6/3/22,87.3,-2.21,6.51,"Mikolas, Miles",666624,571945,,foul,,,,,9,"Christopher Morel singles on a ground ball to left fielder Corey Dickerson, deflected by third baseman Nolan Arenado.",R,R,R,CHC,STL,S,,,0,2,2022,0.44,0.21,0.72,1.94,,,,0,3,Bot,,,,,668800,,,6.170295523,-127.1384005,-5.391076342,3.774442361,22.59241341,-29.07463789,3.44,1.61,1,67.1,-72,88.2,2376,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.99,,,,,,,,23,3,Slider,3,4,3,4,4,3,3,4,Infield shift,Standard,180,0,0
SI,6/3/22,90.8,-2.19,6.47,"Mikolas, Miles",666624,571945,,foul,,,,,1,"Christopher Morel singles on a ground ball to left fielder Corey Dickerson, deflected by third baseman Nolan Arenado.",R,R,R,CHC,STL,S,,,0,1,2022,-0.96,1.09,-0.7,3,,,,0,3,Bot,,,,,668800,,,5.821158815,-132.0725377,-5.173062178,-12.45542884,26.53401527,-18.50651288,3.44,1.61,171,66.8,39,91.6,2180,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.84,,,,,,,,23,2,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,208,0,-0.046
CU,6/3/22,74.4,-2.3,6.62,"Mikolas, Miles",666624,571945,,called_strike,,,,,4,"Christopher Morel singles on a ground ball to left fielder Corey Dickerson, deflected by third baseman Nolan Arenado.",R,R,R,CHC,STL,S,,,0,0,2022,0.84,-1.22,-0.43,2.29,,,,0,3,Bot,,,,,668800,,,2.361158892,-108.2829765,0.531328646,6.138890161,19.80967469,-42.05741254,3.4,1.61,,,,74.6,2566,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.99,,,,,,,,23,1,Curveball,3,4,3,4,4,3,3,4,Standard,Standard,29,0,-0.034
SL,6/3/22,84.5,-2.09,6.43,"Mikolas, Miles",592743,571945,grounded_into_double_play,hit_into_play,,,,,5,"Andrelton Simmons grounds into a double play, shortstop Tommy Edman to second baseman Brendan Donovan to first baseman Paul Goldschmidt.   P.J. Higgins out at 2nd.    Andrelton Simmons out at 1st.",R,R,R,CHC,STL,X,6,ground_ball,0,1,2022,0.21,0.19,-0.07,2.66,,,664731,1,2,Bot,108.28,156.11,,,668800,,,4.29128534,-123.0052797,-2.839934099,1.328742169,23.49738179,-29.877314,3.32,1.6,90,92.8,3,84.8,2488,6.4,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,54.14,0.417,0.398,0,1,0,0,4,16,2,Slider,3,1,3,1,1,3,3,1,Standard,Standard,121,-0.035,-0.323
SI,6/3/22,90.7,-1.94,6.49,"Mikolas, Miles",592743,571945,,called_strike,,,,,6,"Andrelton Simmons grounds into a double play, shortstop Tommy Edman to second baseman Brendan Donovan to first baseman Paul Goldschmidt.   P.J. Higgins out at 2nd.    Andrelton Simmons out at 1st.",R,R,R,CHC,STL,S,,,0,0,2022,-1.29,1.02,0.32,2.73,,,664731,1,2,Bot,,,,,668800,,,8.429912797,-131.7423529,-5.659150663,-16.78060034,27.25703149,-19.28306723,3.34,1.6,,,,91,2272,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.99,,,,,,,,16,1,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,211,0,-0.048
SI,6/3/22,90.6,-1.94,6.33,"Mikolas, Miles",663845,571945,strikeout,swinging_strike,,,,,14,Alfonso Rivas strikes out swinging.,R,L,R,CHC,STL,S,2,,3,2,2022,-0.94,0.9,1.44,1.93,,,664731,0,2,Bot,,,,,668800,,,10.5269596,-131.3896524,-7.004345683,-13.12995333,27.47450307,-20.33112329,3.18,1.49,,,,91.1,2217,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.75,,,0,1,0,0,,15,7,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,210,-0.022,-0.482
SI,6/3/22,91.8,-2.08,6.4,"Mikolas, Miles",663845,571945,,ball,,,,,12,Alfonso Rivas strikes out swinging.,R,L,R,CHC,STL,B,,,2,2,2022,-1.07,0.91,0.47,3.59,,,664731,0,2,Bot,,,,,668800,,,8.80690662,-133.4068694,-3.257978806,-14.67828782,28.13350992,-20.72637287,3.24,1.49,,,,92.2,2251,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.93,,,,,,,,15,6,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,215,0,0.146
SL,6/3/22,85.7,-2.14,6.3,"Mikolas, Miles",663845,571945,,foul,,,,,5,Alfonso Rivas strikes out swinging.,R,L,R,CHC,STL,S,,,2,2,2022,0.42,0.23,0.24,2.33,,,664731,0,2,Bot,,,,,668800,,,4.796402899,-124.8690311,-3.666549384,3.626539633,22.14334438,-29.3249742,3.18,1.49,4,67.8,-32,86.5,2511,6.4,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,54.05,,,,,,,,15,5,Slider,3,1,3,1,1,3,3,1,Infield shift,Standard,89,0,0
FF,6/3/22,92.9,-1.87,6.53,"Mikolas, Miles",663845,571945,,ball,,,,,8,Alfonso Rivas strikes out swinging.,R,L,R,CHC,STL,B,,,1,2,2022,-0.45,1.49,-0.14,1.41,,,664731,0,2,Bot,,,,,668800,,,5.434713286,-134.8539065,-10.61044817,-6.67319314,28.1160481,-11.85597406,3.19,1.52,,,,93.2,2385,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.98,,,,,,,,15,4,4-Seam Fastball,3,1,3,1,1,3,3,1,Infield shift,Standard,207,0,0.085
CU,6/3/22,75.3,-2.13,6.53,"Mikolas, Miles",663845,571945,,called_strike,,,,,2,Alfonso Rivas strikes out swinging.,R,L,R,CHC,STL,S,,,1,1,2022,0.87,-1.23,-0.01,3.07,,,664731,0,2,Bot,,,,,668800,,,2.859681324,-109.5937736,2.195294371,6.419295282,20.96969618,-42.64298744,3.16,1.49,,,,75.4,2564,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.93,,,,,,,,15,3,Curveball,3,1,3,1,1,3,3,1,Standard,Standard,30,0,-0.088
SI,6/3/22,92.9,-2.15,6.36,"Mikolas, Miles",663845,571945,,foul,,,,,8,Alfonso Rivas strikes out swinging.,R,L,R,CHC,STL,S,,,1,0,2022,-0.64,1.17,0.09,2,,,664731,0,2,Bot,,,,,668800,,,7.165418119,-135.0540287,-8.057079042,-9.186900791,24.92799172,-16.33734528,3.18,1.49,150,95.2,6,93.9,2288,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.93,,,,,,,,15,2,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,210,0,-0.074
SI,6/3/22,91.1,-2.23,6.27,"Mikolas, Miles",663845,571945,,ball,,,,,12,Alfonso Rivas strikes out swinging.,R,L,R,CHC,STL,B,,,0,0,2022,-1.23,0.69,0.92,2.81,,,664731,0,2,Bot,,,,,668800,,,10.58121094,-132.3246722,-4.275301136,-16.66886831,26.85610019,-23.35273249,3.22,1.49,,,,91.5,2107,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,54.01,,,,,,,,15,1,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,214,0,0.059
SL,6/3/22,85.4,-2.33,6.29,"Mikolas, Miles",664731,571945,walk,ball,,,,,14,P.J. Higgins walks.,R,R,R,CHC,STL,B,,,3,2,2022,0.43,0.35,1.13,0.98,,,,0,2,Bot,,,,,668800,,,7.315588588,-124.2121767,-7.061160267,3.265975544,21.22558865,-27.41173751,3.31,1.61,,,,86.6,2434,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.77,,,0.7,1,0,0,,14,9,Slider,3,1,3,1,1,3,3,1,Standard,Standard,79,0.024,0.321
SI,6/3/22,92.8,-2.43,6.16,"Mikolas, Miles",664731,571945,,ball,,,,,14,P.J. Higgins walks.,R,R,R,CHC,STL,B,,,2,2,2022,-1.3,1.25,0.94,2.43,,,,0,2,Bot,,,,,668800,,,11.5163923,-134.6024548,-6.511565751,-18.20351955,27.57639563,-15.61156117,3.34,1.61,,,,93.4,2291,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.8,,,,,,,,14,8,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,214,0,0.103
SL,6/3/22,86.6,-2.31,6.34,"Mikolas, Miles",664731,571945,,ball,,,,,14,P.J. Higgins walks.,R,R,R,CHC,STL,B,,,1,2,2022,0.34,0.4,1.09,1.54,,,,0,2,Bot,,,,,668800,,,7.485032992,-125.9246345,-6.149575476,2.240923433,23.01927515,-26.95891315,3.35,1.61,,,,87.6,2408,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.77,,,,,,,,14,7,Slider,3,1,3,1,1,3,3,1,Standard,Standard,92,0,0.037
CU,6/3/22,75.3,-2.22,6.49,"Mikolas, Miles",664731,571945,,foul,,,,,6,P.J. Higgins walks.,R,R,R,CHC,STL,S,,,1,2,2022,0.86,-1.1,0.59,2.5,,,,0,2,Bot,,,,,668800,,,4.332694446,-109.5627635,0.881677215,6.048720472,20.97002123,-41.41081359,3.34,1.61,4,59,-37,75.7,2537,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.75,,,,,,,,14,6,Curveball,3,1,3,1,1,3,3,1,Standard,Standard,29,0,0
SI,6/3/22,94.1,-2.22,6.46,"Mikolas, Miles",664731,571945,,foul,,,,,13,P.J. Higgins walks.,R,R,R,CHC,STL,S,,,1,2,2022,-0.98,1.01,-1.3,1.87,,,,0,2,Bot,,,,,668800,,,4.599111635,-136.7911178,-8.492109424,-13.31038125,28.9383986,-17.79229319,3.34,1.61,3,78.5,-32,94.7,2319,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.88,,,,,,,,14,5,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,209,0,0
FF,6/3/22,93.7,-2.32,6.3,"Mikolas, Miles",664731,571945,,foul,,,,,5,P.J. Higgins walks.,R,R,R,CHC,STL,S,,,1,2,2022,-0.31,1.1,0.17,2.45,,,,0,2,Bot,,,,,668800,,,7.15626928,-136.2508014,-6.68843103,-5.336263896,27.70252815,-17.23693124,3.34,1.61,303,91.4,29,94.4,2404,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.91,,,,,,,,14,4,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,215,0,0
FF,6/3/22,93.1,-2.07,6.6,"Mikolas, Miles",664731,571945,,ball,,,,,12,P.J. Higgins walks.,R,R,R,CHC,STL,B,,,0,2,2022,-0.26,1.12,1,2.67,,,,0,2,Bot,,,,,668800,,,8.463736877,-135.2052456,-6.79710802,-4.933877384,28.28826824,-17.11923669,3.34,1.56,,,,93.6,2404,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.93,,,,,,,,14,3,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,209,0,0.017
SL,6/3/22,86,-2.5,6.47,"Mikolas, Miles",664731,571945,,called_strike,,,,,6,P.J. Higgins walks.,R,R,R,CHC,STL,S,,,0,1,2022,0.54,0.38,0.67,2.59,,,,0,2,Bot,,,,,668800,,,6.438547106,-125.0930618,-3.748526394,4.471852267,24.37635098,-27.63317944,3.36,1.61,,,,86.4,2388,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,54,,,,,,,,14,2,Slider,3,1,3,1,1,3,3,1,Infield shift,Standard,156,0,-0.046
SL,6/3/22,86.1,-2.37,6.53,"Mikolas, Miles",664731,571945,,called_strike,,,,,5,P.J. Higgins walks.,R,R,R,CHC,STL,S,,,0,0,2022,0.52,0.61,0.2,2.56,,,,0,2,Bot,,,,,668800,,,5.081223072,-125.3881099,-4.505350893,4.553045126,22.94160094,-25.10124819,3.32,1.61,,,,86.9,2377,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.98,,,,,,,,14,1,Slider,3,1,3,1,1,3,3,1,Infield shift,Standard,189,0,-0.034
FF,6/3/22,93.9,-2.22,6.38,"Mikolas, Miles",518792,571945,field_out,hit_into_play,,,,,14,Jason Heyward lines out to first baseman Paul Goldschmidt.,R,L,R,CHC,STL,X,3,line_drive,0,0,2022,-0.1,1.22,1,1.62,,,,2,1,Bot,158.54,164.15,,,668800,,,8.593839304,-136.2811482,-9.391271133,-2.937402735,27.63885585,-15.02831241,3.42,1.54,122,70.8,12,94.7,2343,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.78,0.323,0.291,0,1,0,0,2,9,1,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,210,-0.006,-0.099
FF,6/3/22,93.5,-1.76,6.65,"Mikolas, Miles",621550,571945,home_run,hit_into_play,,,,,2,Patrick Wisdom homers (12) on a fly ball to center field.   Ian Happ scores.    Frank Schwindel scores.,R,R,R,CHC,STL,X,,fly_ball,2,2,2022,-0.37,1.22,-0.23,2.98,,664023,643524,2,1,Bot,86.95,32.49,,,668800,,,4.798055226,-136.1394612,-6.487262936,-5.642925534,27.59638145,-15.78362875,3.39,1.62,422,105.3,25,94.5,2347,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.85,0.889,1.706,2,1,0,3,6,8,6,4-Seam Fastball,0,0,0,0,0,3,3,0,Standard,Standard,206,0.252,2.741
CU,6/3/22,76.3,-1.79,6.54,"Mikolas, Miles",621550,571945,,blocked_ball,,,,,14,Patrick Wisdom homers (12) on a fly ball to center field.   Ian Happ scores.    Frank Schwindel scores.,R,R,R,CHC,STL,B,,,1,2,2022,0.64,-1.18,1.18,0.57,,664023,643524,2,1,Bot,,,,,668800,,,5.143482436,-111.0286679,-3.386478066,4.367756213,20.38721764,-41.49347324,3.39,1.62,,,,76.9,2600,6.8,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.72,,,,,,,,8,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,24,0,0.038
FF,6/3/22,93.1,-1.71,6.71,"Mikolas, Miles",621550,571945,,foul,,,,,1,Patrick Wisdom homers (12) on a fly ball to center field.   Ian Happ scores.    Frank Schwindel scores.,R,R,R,CHC,STL,S,,,1,2,2022,-0.26,1.46,-0.28,3.21,,664023,643524,2,1,Bot,,,,,668800,,,4.258979966,-135.5473974,-6.517669637,-4.088773614,26.69413872,-12.90453245,3.39,1.62,236,96.1,58,93.9,2420,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.97,,,,,,,,8,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,205,0,0
SL,6/3/22,87.1,-2.05,6.46,"Mikolas, Miles",621550,571945,,ball,,,,,14,Patrick Wisdom homers (12) on a fly ball to center field.   Ian Happ scores.    Frank Schwindel scores.,R,R,R,CHC,STL,B,,,0,2,2022,0.33,0.29,1.82,2,,664023,643524,2,1,Bot,,,,,668800,,,8.63105919,-126.6359705,-5.259969343,2.143993509,21.27189257,-28.28863,3.36,1.59,,,,88,2506,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,54.02,,,,,,,,8,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,150,0,0.03
FF,6/3/22,92.6,-1.68,6.69,"Mikolas, Miles",621550,571945,,swinging_strike,,,,,2,Patrick Wisdom homers (12) on a fly ball to center field.   Ian Happ scores.    Frank Schwindel scores.,R,R,R,CHC,STL,S,,,0,1,2022,-0.49,1.29,0.05,2.96,,664023,643524,2,1,Bot,,,,,668800,,,5.509136057,-134.7141875,-6.622982697,-7.077771267,25.19058468,-15.27094139,3.39,1.62,,,,93.4,2421,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,54.03,,,,,,,,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,200,0,-0.095
FF,6/3/22,90.9,-1.81,6.67,"Mikolas, Miles",621550,571945,,swinging_strike,,,,,2,Patrick Wisdom homers (12) on a fly ball to center field.   Ian Happ scores.    Frank Schwindel scores.,R,R,R,CHC,STL,S,,,0,0,2022,-0.43,1.51,-0.25,3.26,,664023,643524,2,1,Bot,,,,,668800,,,4.864995954,-132.2569356,-5.904905031,-6.084588974,28.1611776,-13.39256245,3.39,1.62,,,,91.5,2321,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.83,,,,,,,,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,204,0,-0.061
SI,6/3/22,91,-2.02,6.44,"Mikolas, Miles",643524,571945,walk,ball,,,,,12,Frank Schwindel walks.   Ian Happ to 2nd.,R,R,R,CHC,STL,B,,,3,1,2022,-1.18,0.88,1.07,2.88,,,664023,2,1,Bot,,,,,668800,,,10.3535742,-132.139519,-4.954517598,-16.05609672,27.67923616,-20.94647718,3.2,1.58,,,,91.6,2344,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.8,,,0.7,1,0,0,,7,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,202,0.02,0.141
FF,6/3/22,91.7,-2.36,6.28,"Mikolas, Miles",643524,571945,,called_strike,,,,,2,Frank Schwindel walks.   Ian Happ to 2nd.,R,R,R,CHC,STL,S,,,3,0,2022,-0.33,1.32,0.05,2.94,,,664023,2,1,Bot,,,,,668800,,,6.84864577,-133.4071258,-5.501888013,-5.3223832,26.82324132,-15.41148965,3.18,1.55,,,,92.4,2377,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.91,,,,,,,,7,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208,0,-0.057
SL,6/3/22,86.7,-2.07,6.48,"Mikolas, Miles",643524,571945,,ball,,,,,14,Frank Schwindel walks.   Ian Happ to 2nd.,R,R,R,CHC,STL,B,,,2,0,2022,0.37,0.45,1.43,1.5,,,664023,2,1,Bot,,,,,668800,,,7.61719804,-125.9910481,-6.703155035,2.586079659,22.87634526,-26.26771582,3.13,1.55,,,,87.2,2497,6.4,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,54.06,,,,,,,,7,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,184,0,0.068
SI,6/3/22,91.3,-2.25,6.37,"Mikolas, Miles",643524,571945,,ball,,,,,12,Frank Schwindel walks.   Ian Happ to 2nd.,R,R,R,CHC,STL,B,,,1,0,2022,-1.19,1.29,1.17,2.67,,,664023,2,1,Bot,,,,,668800,,,11.17206292,-132.45279,-6.222703383,-16.29251872,26.8544818,-15.74092494,3.16,1.58,,,,91.7,2284,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.93,,,,,,,,7,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,211,0,0.044
CU,6/3/22,73.9,-2,6.63,"Mikolas, Miles",643524,571945,,ball,,,,,11,Frank Schwindel walks.   Ian Happ to 2nd.,R,R,R,CHC,STL,B,,,0,0,2022,0.68,-1.24,-0.7,3.79,,,664023,2,1,Bot,,,,,668800,,,1.478948447,-107.4466631,3.702775561,4.993362834,19.21156546,-42.6664115,3.11,1.58,,,,74,2579,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,54.01,,,,,,,,7,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,34,0,0.032
SI,6/3/22,92.9,-2.47,6.2,"Mikolas, Miles",664023,571945,single,hit_into_play,,,,,7,Ian Happ singles on a soft ground ball to third baseman Nolan Arenado.,R,L,R,CHC,STL,X,5,ground_ball,1,0,2022,-1.36,0.89,-0.58,2.18,,,,2,1,Bot,99.72,178.08,,,668800,,,7.853587144,-134.9860054,-6.472492377,-18.36240691,29.90004732,-20.00934568,3.45,1.65,2,59.1,-42,93.2,2241,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.93,0.146,0.131,0.9,1,1,0,1,6,2,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,215,0.012,0.102
SL,6/3/22,88.8,-2.24,6.48,"Mikolas, Miles",664023,571945,,ball,,,,,3,Ian Happ singles on a soft ground ball to third baseman Nolan Arenado.,R,L,R,CHC,STL,B,,,0,0,2022,0.11,0.56,0.82,3.17,,,,2,1,Bot,,,,,668800,,,7.292058168,-129.2401479,-3.289572195,-0.063146969,24.1038448,-25.40908509,3.46,1.65,,,,89.8,2431,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.86,,,,,,,,6,1,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,176,0,0.015
CU,6/3/22,75.5,-2.14,6.51,"Mikolas, Miles",542364,571945,field_out,hit_into_play,,,,,8,Rafael Ortega flies out to left fielder Corey Dickerson.,R,L,R,CHC,STL,X,7,fly_ball,1,2,2022,0.91,-1.29,-0.23,1.78,,,,1,1,Bot,77.39,93.2,,,668800,,,2.382806524,-109.8939423,-0.365773226,6.816215755,21.56445335,-42.6775607,3.22,1.6,290,82,31,75.7,2638,6.7,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.84,0.057,0.061,0,1,0,0,3,5,4,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,25,-0.016,-0.112
SL,6/3/22,86.8,-2.36,6.42,"Mikolas, Miles",542364,571945,,called_strike,,,,,4,Rafael Ortega flies out to left fielder Corey Dickerson.,R,L,R,CHC,STL,S,,,1,1,2022,0.42,0.39,-0.54,2.29,,,,1,1,Bot,,,,,668800,,,3.496038816,-126.453343,-4.592041752,3.935072475,22.32610551,-27.27313755,3.26,1.6,,,,87.4,2473,6.3,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,54.19,,,,,,,,5,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,118,0,-0.036
CH,6/3/22,81.8,-2.43,6.14,"Mikolas, Miles",542364,571945,,ball,,,,,11,Rafael Ortega flies out to left fielder Corey Dickerson.,R,L,R,CHC,STL,B,,,0,1,2022,-1.36,0.33,-1.74,3.5,,,,1,1,Bot,,,,,668800,,,4.198445914,-119.0676852,-0.03681394,-13.72880669,22.2370688,-29.26086486,3.18,1.6,,,,82.6,1498,6.8,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.73,,,,,,,,5,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,230,0,0.016
SI,6/3/22,93.7,-2.28,6.29,"Mikolas, Miles",542364,571945,,foul,,,,,8,Rafael Ortega flies out to left fielder Corey Dickerson.,R,L,R,CHC,STL,S,,,0,0,2022,-1.35,0.71,0.08,1.98,,,,1,1,Bot,,,,,668800,,,9.155708803,-136.1289306,-7.005514139,-18.7725319,28.46524582,-22.01847796,3.22,1.6,241,72.9,47,94.5,2206,6.8,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.74,,,,,,,,5,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,213,0,-0.024
SI,6/3/22,93.7,-2.36,6.33,"Mikolas, Miles",666624,571945,field_out,hit_into_play,,,,,5,"Christopher Morel grounds out, second baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,R,R,CHC,STL,X,4,ground_ball,2,2,2022,-0.96,0.93,0.02,2.66,,,,0,1,Bot,128.12,147.45,,,668800,,,8.283482312,-136.2281799,-5.874707762,-13.71702432,27.65915047,-19.42581585,3.44,1.61,25,86.5,-5,94.2,2363,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,54.05,0.126,0.113,0,1,0,0,2,4,5,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,213,-0.021,-0.195
SL,6/3/22,86.2,-2.4,6.5,"Mikolas, Miles",666624,571945,,ball,,,,,14,"Christopher Morel grounds out, second baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,R,R,CHC,STL,B,,,1,2,2022,0.43,0.01,0.78,1.09,,,,0,1,Bot,,,,,668800,,,6.718395713,-125.365285,-6.737110613,3.291634696,23.12623585,-30.93763006,3.23,1.61,,,,86.9,2515,6.5,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.96,,,,,,,,4,4,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,86,0,0.037
SL,6/3/22,87.9,-2.46,6.38,"Mikolas, Miles",666624,571945,,ball,,,,,14,"Christopher Morel grounds out, second baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,R,R,CHC,STL,B,,,0,2,2022,0.24,0.39,1.6,1.3,,,,0,1,Bot,,,,,668800,,,9.37407004,-127.6341791,-7.062163011,0.873250309,24.32134688,-26.65214224,3.23,1.49,,,,88.5,2514,6.6,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.88,,,,,,,,4,3,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,170,0,0.017
CU,6/3/22,75.1,-2.13,6.54,"Mikolas, Miles",666624,571945,,swinging_strike,,,,,14,"Christopher Morel grounds out, second baseman Brendan Donovan to first baseman Paul Goldschmidt.",R,R,R,CHC,STL,S,,,0,1,2022,0.64,-1.35,0.09,1.39,,,,0,1,Bot,,,,,668800,,,3.493406241,-109.3327666,-1.008415413,4.385531335,21.60655699,-42.9828396,3.44,1.61,,,,75.4,2558,6.8,663153,571945,668800,502671,680977,571448,669242,572816,664056,663457,53.74,,,,,,,,4,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,26,0,-0.046
